,Name,ID,Value,Value last updated,DOB,Age,Height (m),Nationality,Citizenship,Position,Other positions,Team,Last club,Since,Joined,Contract expiration,Market value history,Transfer history
1428,Dylan Lawlor,987074,€100k,"May 27, 2025","Jan 1, 2006",19,1.88,Wales,"['Ireland', 'Wales']",Centre-Back,,Cardiff,,,"Jul 1, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1429,James Trafford,566799,€30.00m,"Oct 17, 2025","Oct 10, 2002",23,1.92,England,[],Goalkeeper,,Man City,,,"Jul 29, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1430,Angelo Ogbonna,48002,€150k,"Oct 21, 2025","May 23, 1988",37,1.91,Italy,"['Nigeria', 'Italy']",Centre-Back,,Without Club,Watford,"Jul 1, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1431,Jason Knight,530780,€7.00m,"May 27, 2025","Feb 13, 2001",24,1.73,Ireland,['Ireland'],Central Midfield,"                    0
0  Attacking Midfield
1      Right Midfield",Bristol City,,,"Jul 11, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1432,Lars-Jørgen Salvesen,336640,€700k,"Oct 6, 2025","Feb 19, 1996",29,1.86,Norway,['Norway'],Centre-Forward,,Derby,,,"Jan 15, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1433,Joe Ward,370559,€250k,"May 27, 2025","Aug 22, 1995",30,1.67,England,['England'],Right Midfield,"              0
0  Right Winger
1    Right-Back",Derby,,,"Jul 1, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1434,Kyle Naughton,66219,€50k,"Oct 21, 2025","Nov 17, 1988",37,1.81,England,"['Ireland', 'England']",Right-Back,"             0
0    Left-Back
1  Centre-Back",Without Club,Swansea,"Jul 1, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1435,Nathan Broome,570417,€100k,"Jun 30, 2025","Jan 3, 2002",23,,England,['England'],Goalkeeper,,Bolton,,,"Jul 22, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1436,Harrison Armstrong,1107733,€800k,"May 27, 2025","Jan 19, 2007",18,1.85,England,[],Central Midfield,,Preston,,,"Sep 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1437,Jamal Baptiste,610706,€200k,"May 27, 2025","Nov 11, 2003",22,1.9,England,[],Centre-Back,,Rotherham,,,"Aug 29, 2025","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1438,Jake Clarke-Salter,316551,€1.00m,"May 27, 2025","Sep 22, 1997",28,1.88,England,"['Ireland', 'England']",Centre-Back,,QPR,,,"Jul 1, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1439,Elias Sørensen,422930,€1.50m,"Sep 8, 2025","Sep 18, 1999",26,1.89,Denmark,['Denmark'],Left Winger,"                0
0  Centre-Forward
1    Right Winger",Vålerenga,,,"Feb 6, 2025","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1440,Oliver Bainbridge,827439,,,"Nov 5, 2004",21,1.9,England,['England'],Left-Back,"             0
0  Centre-Back",South Shields,,,"Sep 1, 2025","Jan 4, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1441,Pol Valentín,380737,€500k,"May 27, 2025","Feb 21, 1997",28,1.81,Spain,['Spain'],Right-Back,"                0
0       Left-Back
1  Right Midfield",Preston,,,"Jul 1, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1442,Abdoullah Ba,654412,€2.50m,"Jun 2, 2025","Jul 31, 2003",22,1.8,France,[],Right Midfield,,Sunderland,,,"Aug 31, 2022","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1443,Pelly Ruddock Mpanzu,244338,€1.00m,"Jun 18, 2025","Mar 22, 1994",31,1.75,DR Congo,"['DR Congo', 'England']",Defensive Midfield,"                  0
0  Central Midfield
1       Centre-Back",Cambridge Utd.,,,"Jul 24, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1444,Sam Long,238591,€200k,"May 27, 2025","Jan 16, 1995",30,1.8,England,[],Right-Back,,Oxford United,,,"Jul 1, 2013",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1445,Matt Clarke,307497,€2.20m,"Oct 6, 2025","Sep 22, 1996",29,1.85,England,[],Centre-Back,,Derby,,,"Jan 28, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1446,Anass Zaroury,491296,€8.00m,"Jun 3, 2025","Nov 7, 2000",25,1.76,Morocco,"['Belgium', 'Morocco']",Left Winger,"                    0
0  Attacking Midfield
1      Second Striker",Panathinaikos,,,"Aug 3, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1447,Taylor Richards,484551,€250k,"Oct 21, 2025","Dec 4, 2000",24,1.8,England,['England'],Central Midfield,"                    0
0  Attacking Midfield",Without Club,QPR,"Sep 1, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1448,Alfie Gilchrist,790992,€4.00m,"Oct 6, 2025","Nov 28, 2003",21,1.83,England,[],Right-Back,,West Brom,,,"Aug 29, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1449,Charlie McNeill,614262,€300k,"Oct 6, 2025","Sep 9, 2003",22,1.81,England,"['Ireland', 'England']",Centre-Forward,,Sheff Wed,,,"Jul 10, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1450,Joe Walsh,690548,€500k,"Oct 6, 2025","Apr 1, 2002",23,1.93,England,['England'],Goalkeeper,,QPR,,,"Jan 28, 2021",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1451,Niall Huggins,559801,€800k,"May 27, 2025","Dec 18, 2000",24,1.73,Wales,[],Right-Back,,Wycombe,,,"Sep 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1452,Josh Brownhill,293569,€14.00m,"May 27, 2025","Dec 19, 1995",29,1.79,England,['England'],Central Midfield,"                    0
0  Defensive Midfield
1  Attacking Midfield",Al-Shabab,,,"Sep 10, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1453,Ben Chrisene,670846,€1.50m,"May 27, 2025","Jan 12, 2004",21,1.83,England,['England'],Left-Back,"               0
0  Left Midfield",Norwich,,,"Jul 30, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1454,Nicholas Michalski,931512,,,"Mar 14, 2007",18,,England,"['England', 'Poland']",Goalkeeper,,Blackburn U21,,,"Jul 1, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1455,Louie Barry,581670,€2.50m,"Oct 6, 2025","Jun 21, 2003",22,1.74,England,"['Ireland', 'England']",Left Winger,"                    0
0  Attacking Midfield
1       Left Midfield",Sheff Utd,,,"Jul 22, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1456,Lewis Thomas,319306,€150k,"May 27, 2025","Sep 20, 1997",28,1.85,Wales,[],Goalkeeper,,Bristol City,,,"Sep 29, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1457,Ousmane Diakité,402007,€700k,"May 27, 2025","Jul 25, 2000",25,1.89,Mali,['Mali'],Defensive Midfield,"                  0
0  Central Midfield
1       Centre-Back",West Brom,,,"Jul 1, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1458,Ebou Adams,323652,€900k,"May 27, 2025","Jan 15, 1996",29,1.78,The Gambia,"['The Gambia', 'England']",Central Midfield,"                    0
0  Defensive Midfield
1  Attacking Midfield",Derby,,,"Jul 17, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1459,George Earthy,697280,€2.00m,"May 27, 2025","Sep 5, 2004",21,1.8,England,['England'],Attacking Midfield,"                  0
0  Central Midfield",West Ham,,,"Jul 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1460,Elijah Adebayo,319900,€6.50m,"May 27, 2025","Jan 7, 1998",27,1.93,England,"['Nigeria', 'England']",Centre-Forward,,Luton,,,"Feb 1, 2021",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1461,Sondre Langås,737837,€3.50m,"May 27, 2025","Feb 2, 2001",24,1.9,Norway,['Norway'],Centre-Back,"            0
0  Right-Back",Derby,,,"Feb 3, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1462,Ruben Curley,983704,,,"Sep 5, 2005",20,,England,['England'],Central Midfield,"                    0
0  Defensive Midfield",Stoke U21,,,"Feb 3, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1463,Ji-sung Eom,706968,€1.40m,"May 27, 2025","May 9, 2002",23,1.76,"Korea, South",[],Left Winger,,Swansea,,,"Jul 15, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1464,Andréas Hountondji,704155,€5.00m,"Oct 14, 2025","Jul 11, 2002",23,1.9,Benin,[],Centre-Forward,,St. Pauli,,,"Jul 8, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1465,Daniel Grimshaw,339253,€700k,"Oct 6, 2025","Jan 16, 1998",27,1.85,England,[],Goalkeeper,,Norwich,,,"Jul 1, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1466,Jack Whatmough,237505,€1.20m,"May 27, 2025","Aug 19, 1996",29,1.84,England,[],Centre-Back,,Huddersfield,,,"Jul 9, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1467,Josh Laurent,314241,€2.00m,"Oct 17, 2025","May 6, 1995",30,1.88,England,[],Central Midfield,,Burnley,,,"Aug 30, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1468,Favour Fawunmi,985693,,,"Apr 26, 2006",19,,England,"['Nigeria', 'England']",Right Winger,"                    0
0  Attacking Midfield",Stoke U21,,,"Feb 7, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1469,Jack Bonham,209291,€300k,"May 27, 2025","Sep 14, 1993",32,1.92,Ireland,"['Ireland', 'England']",Goalkeeper,,Stoke City,,,"Jul 1, 2021","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1470,Owen Moxon,347140,€450k,"Jun 18, 2025","Jan 17, 1998",27,1.86,England,['England'],Central Midfield,"                    0
0  Defensive Midfield",Stockport,,,"Feb 3, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1471,Harry Cornick,255703,€700k,"May 27, 2025","Apr 9, 1995",30,1.8,England,[],Centre-Forward,,Bristol City,,,"Jan 31, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1472,Joe Rothwell,183293,€1.50m,"Oct 8, 2025","Jan 11, 1995",30,1.85,England,"['Scotland', 'England']",Central Midfield,"                    0
0  Defensive Midfield
1       Left Midfield",Rangers,,,"Jul 2, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1473,Mason Holgate,348623,€4.00m,"May 27, 2025","Oct 22, 1996",29,1.87,Jamaica,[],Centre-Back,,Al-Gharafa,,,"Jul 12, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1474,Matt Phillips,77274,€200k,"May 27, 2025","Mar 13, 1991",34,1.83,Scotland,"['Scotland', 'England']",Right Winger,"                    0
0  Attacking Midfield
1         Left Winger",Oxford United,,,"Aug 1, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1475,Michael Reindorf,878137,€100k,"Jun 18, 2025","May 10, 2005",20,1.8,England,"['Ghana', 'England']",Centre-Forward,"                    0
0  Attacking Midfield",Newport County,,,"Jul 1, 2025","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1476,Freddie Woodman,226049,€3.50m,"May 27, 2025","Mar 4, 1997",28,1.88,England,[],Goalkeeper,,Liverpool,,,"Jul 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1477,Ryan Ledson,258884,€1.20m,"May 27, 2025","Aug 19, 1997",28,1.78,England,['England'],Central Midfield,"                    0
0  Defensive Midfield",Huddersfield,,,"Jul 1, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1478,Harvey Blair,707164,€300k,"May 27, 2025","Sep 14, 2003",22,,England,"['Jamaica', 'England']",Right Winger,"                0
0     Left Winger
1  Second Striker",Portsmouth,,,"Aug 23, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1479,Zack Nelson,965940,€700k,"May 27, 2025","Apr 21, 2005",20,1.83,England,[],Attacking Midfield,,Luton,,,"Jul 1, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1480,Harvey Vale,581675,€1.50m,"May 27, 2025","Sep 11, 2003",22,1.81,England,[],Right Midfield,,QPR,,,"Feb 3, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1481,Seny Dieng,250870,€1.40m,"May 27, 2025","Nov 23, 1994",31,1.93,Senegal,[],Goalkeeper,,Middlesbrough,,,"Jul 8, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1482,Tom Lowery,426414,€175k,"Jun 30, 2025","Dec 31, 1997",27,1.68,England,"['Wales', 'England']",Central Midfield,"                    0
0  Defensive Midfield",Kilmarnock FC,,,"Jul 7, 2025","May 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1483,Dakarai Mafico,1073085,,,"Dec 7, 2006",18,,Wales,['Wales'],Central Midfield,,Cardiff,,,"Jul 1, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1484,Dara Costelloe,614700,€450k,"Jun 18, 2025","Dec 11, 2002",22,1.75,Ireland,[],Left Winger,,Wigan,,,"Jul 1, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1485,Muhamed Tijani,665546,€500k,"Sep 23, 2025","Jul 26, 2000",25,1.91,Nigeria,[],Centre-Forward,,Sigma Olomouc,,,"Jul 31, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1486,Andros Townsend,61842,€550k,"Jun 18, 2025","Jul 16, 1991",34,1.81,England,['England'],Right Winger,"                    0
0         Left Winger
1  Attacking Midfield",Kanchanaburi FC,,,"Aug 3, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1487,Benicio Baker,657817,€300k,"May 27, 2025","Jan 9, 2004",21,,England,"['Ghana', 'England']",Right Winger,"             0
0  Left Winger",Millwall,,,"Feb 3, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1488,Vakoun Bayo,375877,€4.00m,"May 27, 2025","Jan 10, 1997",28,1.84,Cote d'Ivoire,[],Centre-Forward,,Udinese,,,"Aug 29, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1489,Gavin Whyte,325588,€350k,"Jun 20, 2025","Jan 31, 1996",29,1.7,Northern Ireland,['Northern Ireland'],Right Winger,"                    0
0         Left Winger
1  Attacking Midfield",Derry City,,,"Jan 11, 2025","Nov 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1490,Matt Grimes,265471,€4.50m,"Oct 6, 2025","Jul 15, 1995",30,1.78,England,['England'],Defensive Midfield,"                  0
0  Central Midfield",Coventry,,,"Jan 31, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1491,Rob Dickie,257437,€2.50m,"Oct 6, 2025","Mar 3, 1996",29,1.91,England,['England'],Centre-Back,"            0
0  Right-Back",Bristol City,,,"Jul 1, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1492,Wilson Isidor,494237,€15.00m,"Oct 17, 2025","Aug 27, 2000",25,1.86,France,"['Haiti', 'France']",Centre-Forward,"              0
0  Right Winger
1   Left Winger",Sunderland,,,"Feb 1, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1493,Pierre Ekwah,538994,€5.00m,"Oct 13, 2025","Jan 15, 2002",23,1.89,France,"['Ghana', 'France']",Defensive Midfield,"                  0
0  Central Midfield
1       Centre-Back",Saint-Étienne,,,"Aug 14, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1494,Kasey Palmer,258216,€1.00m,"May 27, 2025","Nov 9, 1996",29,1.82,Jamaica,[],Attacking Midfield,,Hull City,,,"Aug 30, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1495,Tom Krauß,405687,€4.00m,"Jun 5, 2025","Jun 22, 2001",24,1.82,Germany,[],Central Midfield,,1.FC Köln,,,"Jul 5, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1496,Liam Gibbs,724785,€2.00m,"May 27, 2025","Dec 16, 2002",22,1.78,England,['England'],Central Midfield,"                    0
0  Attacking Midfield
1  Defensive Midfield",Norwich,,,"Jul 1, 2022","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1497,Shurandy Sambo,412937,€2.00m,"May 27, 2025","Aug 19, 2001",24,1.74,Curacao,"['Curacao', 'Netherlands']",Right-Back,"           0
0  Left-Back",Sparta R.,,,"Aug 15, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1498,Caleb Roberts,951312,€200k,"May 27, 2025","Oct 24, 2005",20,,England,[],Central Midfield,,Plymouth,,,"Aug 18, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1499,Ismaila Coulibaly,490224,€1.50m,"Jun 6, 2025","Dec 25, 2000",24,1.83,Mali,[],Central Midfield,,LASK,,,"Jan 3, 2025","May 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1500,Ephron Mason-Clark,466637,€8.00m,"Oct 6, 2025","Aug 25, 1999",26,1.78,England,[],Left Winger,,Coventry,,,"Feb 1, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1501,Dael Fry,314140,€4.00m,"May 27, 2025","Aug 30, 1997",28,1.9,England,[],Centre-Back,,Middlesbrough,,,"Jul 1, 2015","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1502,Alan Browne,277697,€2.20m,"May 27, 2025","Apr 15, 1995",30,1.79,Ireland,[],Central Midfield,,Middlesbrough,,,"Sep 1, 2025","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1503,Jake Rooney,733422,€150k,"May 27, 2025","Aug 22, 2003",22,1.88,England,[],Centre-Back,,Barnsley,,,"Sep 1, 2025","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1504,Enda Stevens,85706,€100k,"Oct 21, 2025","Jul 9, 1990",35,1.83,Ireland,['Ireland'],Left-Back,"               0
0  Left Midfield",Without Club,Stoke City,"Jul 1, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1505,Liam Kitching,534701,€5.00m,"Oct 6, 2025","Sep 25, 1999",26,1.86,England,[],Centre-Back,,Coventry,,,"Sep 1, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1506,Laurence Giani,1186317,,,"Mar 11, 2008",17,1.78,Italy,"['Italy', 'England']",Left-Back,"               0
0  Left Midfield",Stoke U21,,,"Jul 1, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1507,Julio Pleguezuelo,251885,€1.50m,"May 27, 2025","Jan 26, 1997",28,1.8,Spain,['Spain'],Centre-Back,"            0
0  Right-Back",Plymouth,,,"Jul 1, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1508,Nathaniel Chalobah,128900,€800k,"May 27, 2025","Dec 12, 1994",30,1.85,England,"['Sierra Leone', 'England']",Defensive Midfield,"                  0
0  Central Midfield
1       Centre-Back",Sheff Wed,,,"Jul 13, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1509,Daniel Bachmann,120186,€1.00m,"Oct 16, 2025","Jul 9, 1994",31,1.91,Austria,[],Goalkeeper,,Dep. La Coruña,,,"Aug 12, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1510,Mark Harris,344012,€800k,"May 27, 2025","Dec 29, 1998",26,1.82,Wales,[],Centre-Forward,,Oxford United,,,"Jul 11, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1511,Ben Waine,539502,€550k,"Jun 18, 2025","Jun 11, 2001",24,1.79,New Zealand,[],Centre-Forward,,Port Vale,,,"Jul 1, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1512,Sean McLoughlin,524210,€800k,"Oct 6, 2025","Nov 13, 1996",29,1.91,Ireland,['Ireland'],Centre-Back,"           0
0  Left-Back",Blackburn,,,"Jul 19, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1513,Joe Rodon,297212,€10.00m,"May 27, 2025","Oct 22, 1997",28,1.93,Wales,[],Centre-Back,,Leeds,,,"Jul 2, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1514,Wouter Burger,412953,€4.50m,"May 27, 2025","Feb 16, 2001",24,1.91,Netherlands,[],Defensive Midfield,,Hoffenheim,,,"Jul 22, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1515,Josh Thomas,551011,€100k,"Jun 20, 2025","Sep 24, 2002",23,1.72,Wales,"['England', 'Wales']",Centre-Forward,"                0
0  Second Striker",Drogheda United,,,"Jan 17, 2025","Dec 31, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1516,Freddie Issaka,929574,€250k,"May 27, 2025","Jul 28, 2006",19,1.77,Wales,[],Left Winger,,Bristol Rovers,,,"Sep 1, 2025","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
